id,nome,tipo,caminho_atual,destino_sugerido,confianca,acao_recomendada,motivo,modificado_em
1WAPwyfCDx7spSbRrh2SyTCCpGNMuqHN8,LGK00780.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00780.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:42:58.000Z
1cXckWdEXRziq-10uRE6WJGFT1Ay3ter2,LGK00781.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00781.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:43:00.000Z
1F9q6sfFXm8yxoUPKZC2gexLPgQpSjgnE,LGK00782.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00782.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:43:06.000Z
13UTTi8BMgDqvG9bG7u9gLlkAOvMrQplD,LGK00783.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00783.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:43:12.000Z
1cAl_2j7qlccm_J8V9CZqVf9GKmZQPS73,LGK00784.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00784.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:43:14.000Z
1d_8-Otf-ZtRd8aFhGqLzdd_Dtvg_nGwi,LGK00785.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00785.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:43:16.000Z
1yQiP8XEjTsHfIaejLW0y6HXvH9sMwjBs,LGK00786.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00786.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:43:20.000Z
1UMkxkdn0fRZ_2d5UCYZlXzOdvpZcM9Dk,LGK00787.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00787.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:43:22.000Z
1XF-sIKe0xRU75pwviXdCf4iwUdc2cu0l,LGK00788.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00788.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:43:22.000Z
17SCrCHXLJKbk2xRIzKV2YSgG31DZlIN4,LGK00789.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00789.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:43:58.000Z
1dTzG4LCud-VO4gUGtbCmXddUYt4Lipb8,LGK00790.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00790.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:44:00.000Z
1Wkr4n9uWqvaqY6jEvZY9WaMzU4BH8xhH,LGK00791.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00791.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:44:02.000Z
1LCjvz8OSFTD-Ytx0eknaN3k9m7hU4Dsp,LGK00792.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00792.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:44:04.000Z
1vNNC45qmoWxTFnirU3EWRs96dWnjyzFW,LGK00793.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00793.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:44:04.000Z
1JIMdGElpzzJXronsxBrxKy_eJYFI8Z_Z,LGK00794.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00794.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:44:04.000Z
1NC3_zwU6_3CqV9NSNCum-z75POxVczDH,LGK00795.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00795.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:44:06.000Z
1fi41OJqcuVRTbrovxX3_kcj4TA0p8uNM,LGK00796.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00796.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:44:06.000Z
1YNCyhLYb6P86uLbdYsqlVK7dDCd7J23j,LGK00797.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00797.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:44:06.000Z
1UP_KO5OpQGxw85W0EWvamzgvtCQYxxAN,LGK00798.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00798.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:44:06.000Z
1N-_lOnlfaaebs2fx5dsjlsDy07Kr65aU,LGK00799.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00799.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:44:12.000Z
1Rr6QwsgOwYJYkfQIUMdy3W7ufQk9tLuH,LGK00800.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00800.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:44:12.000Z
1IBoZ2jDFtSJy8CNOHK4UwdfNayxgXLsC,LGK00801.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00801.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:44:12.000Z
1-JHrQT-hQy5W19LnwLw3koh_ShrFmx-c,LGK00802.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00802.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:44:12.000Z
1vxImpHMy75-Ah83X38Zk-bdAHscn5Li9,LGK00803.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00803.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:44:12.000Z
1jZ7REcUXfABXl3YM9CQqIw0EIdeRbRst,LGK00804.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00804.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:44:14.000Z
1RYT7I_28H-10pB16hryQgGV0FhXw2iNe,LGK00805.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00805.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:44:14.000Z
1FK-RJQz-LGJdMi68O8YYZfEThDtj3uuu,LGK00806.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00806.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:44:48.000Z
1vqExEZH7GzRmzDwRdc2t9AzEAhqIq-RN,LGK00807.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00807.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:44:50.000Z
1GryTpuVejhf5Dwcld3xaQDtzBZega2Fg,LGK00808.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00808.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:45:02.000Z
1ijxthTKhRcyrTRrLOrQ8XQifhCDBAHQ4,LGK00809.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00809.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:45:58.000Z
1wpk6tlruqBkh00Bapn4HP1bIEOZjLuYS,LGK00810.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00810.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:46:08.000Z
1eiSPe2UNijQ5Elyu2OYb-bNuqa11qIRW,LGK00811.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00811.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:46:12.000Z
1SfapgzGccFXwFlXkW6cG3hujkNUU4rik,LGK00812.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00812.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:46:12.000Z
1bHzEYyuphOQZ0nPdSYb56YRxZHl43lbb,LGK00813.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00813.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:46:14.000Z
15KANkFYPXQ1N_eFRfGqU9Adv-opan6rB,LGK00814.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00814.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:46:14.000Z
1j_ec3OF3AToIivJbuAqN3IOsiRS_K80J,LGK00815.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00815.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:46:16.000Z
1V8AgzIPfgn9NwEE_QaGCs3m69F9brDqn,LGK00816.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00816.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:46:16.000Z
1fxD0uYE_asxqk5Xv0e9ZU2XyuiJ3wC7B,LGK00817.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00817.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:46:18.000Z
1bcRSZoBa_sFsd4wakzf2to2C1RR2Yw83,LGK00818.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00818.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:46:18.000Z
1W1FWthKey06bYrCcZadZm7urE-xZN522,LGK00819.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00819.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:46:22.000Z
1TpkRPzR69ROI0Wj0VcEhIDckO1nYayLd,LGK00820.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00820.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:46:22.000Z
1KSQjNCFRSxBI0Fb_n1Gjvx4RfbmmWSXC,LGK00821.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00821.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:46:24.000Z
1PeNavz1T_yQxEiSuV3VgknJGMN3x3kGJ,LGK00822.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00822.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:46:24.000Z
11kYuzIxu2pfHsslfgEDCn9C_2rmP_4KI,LGK00823.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00823.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:46:24.000Z
15bizNTqVtlnR2sn5zuF7Bci6_BoFwZHd,LGK00824.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00824.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:46:24.000Z
11lXDN1ObSUM3HH82ACUoufjPejJPwxiJ,LGK00825.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00825.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:46:26.000Z
1V9eWITM3XY_Ucj2SzWDJ2TT_-etmGUya,LGK00826.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00826.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:46:26.000Z
1Nd_adka-bnjnMxKZCdJ3Q6S_rgikbyvL,LGK00827.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00827.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:46:30.000Z
1Cf5WxDLPa7-yiznVwqMv8jWv54RElNWj,LGK00828.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00828.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:46:30.000Z
137cAVnSlw6SdetJpbodzuC3_s3-p62Ud,LGK00829.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00829.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:46:32.000Z
1TqebXrRTO9qvarj4tdKW3K2fZrpkS6Jk,LGK00830.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00830.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:46:32.000Z
1y9K99fFkj9EkeIKuKxCsvF9N_igFO3wT,LGK00831.ARW,image/x-sony-arw,99_TRIAGEM_ARQUIVOS_PARADOS_ANTIGO_OUTROS/ANIVERSARIOS ELISA AMANDA/10050829/LGK00831.ARW,01_CLIENTES/[CLIENTE]/04_PRODUCAO_BRUTA/fotos_brutas ou 03_BANCO_DE_DADOS_DO_CLIENTE/fotos_oficiais,média,confirmar cliente/evento antes de mover,antigo OUTROS = arquivos parados/misturados; imagem/foto,2025-08-29T20:46:32.000Z
